suggestion_id,PARSE-Ego4D ID,Query,Action,Description,n_raters,SENSIBLE_mean,SENSIBLE_std,CORRECT_mean,CORRECT_std,IMPLICIT_mean,IMPLICIT_std,VALUE_mean,VALUE_std,LIKELY_mean,LIKELY_std,split
14661,9c2f095e-3451-4376-a1ea-e6b504b8a8d2-199-0-200,What should I do next? How can I remember this?,Instructions,"How do I finish this piece of pottery? Also, how can I remember this piece of pottery?",5,4.0,1.224744871391589,4.0,1.0,3.0,1.4142135623730951,,,,,test
14662,9c2f095e-3451-4376-a1ea-e6b504b8a8d2-142-1-200,What can I do with this?,#N/A,What can I do with this nylon paper?,1,4.0,,4.0,,4.0,,,,,,train
14663,9c2f095e-3451-4376-a1ea-e6b504b8a8d2-142-1-200,Do I have any nylon paper?,Memory,Remind me if I have any nylon paper,1,5.0,,1.0,,4.0,,,,,,train
14664,9c2f095e-3451-4376-a1ea-e6b504b8a8d2-137-2-200,What should I do next?,Instructions,Suggest a next step for working with clay,1,1.0,,2.0,,1.0,,,,,,train
14665,9c2f095e-3451-4376-a1ea-e6b504b8a8d2-137-2-200,What should I do next? Take a photo.,Instructions,Suggest a next step for working with clay and take a photo,6,3.3333333333333335,1.2110601416389968,3.1666666666666665,0.983192080250175,3.0,0.6324555320336759,,,,,test
14666,9c2fd124-560b-471a-81e7-445585fb307f-20-1-200,Find similar items to this,Multimodal search,Find similar items to the one in the photo,1,4.0,,4.0,,5.0,,,,,,train
14667,9c2fd124-560b-471a-81e7-445585fb307f-37-1-200,What is this?,Multimodal search,Show more information about this product,1,3.0,,5.0,,1.0,,,,,,train
14668,9c479b5d-22f5-4fd4-8c42-39f6ead667b2-131-0-200,Where can I get a drink nearby?,Maps,Find a nearby place to get a drink,1,3.0,,5.0,,1.0,,,,,,train
14669,9c479b5d-22f5-4fd4-8c42-39f6ead667b2-131-0-200,Where can I get a drink and wash my hands nearby?,Maps,Find a nearby place to get a drink and wash my hands,1,2.0,,5.0,,1.0,,,,,,train
14672,9c49bfae-4cf5-44b9-8c80-847acb136be8-191-1-200,What does this button do?,Multimodal search,What does this button do?,1,5.0,,3.0,,3.0,,,,,,train
14673,9c49bfae-4cf5-44b9-8c80-847acb136be8-191-1-200,How do I fix this lamp?,Instructions,How do I fix this lamp?,1,5.0,,5.0,,5.0,,,,,,train
14674,9c49bfae-4cf5-44b9-8c80-847acb136be8-82-2-200,How do I fix a lamp?,Instructions,Search for instructions on how to fix a lamp,5,3.0,1.8708286933869707,3.0,1.4142135623730951,3.0,1.8708286933869707,,,,,test
14675,9c49bfae-4cf5-44b9-8c80-847acb136be8-82-2-200,Where is the nearest store that sells lamps?,Maps,Search for a nearby store that sells lamps,5,4.6,0.8944271909999159,4.4,1.3416407864998738,4.0,0.7071067811865476,,,,,test
14676,9c4a113c-87ab-4864-a80d-4b81c5ecda91-81-0-200,What are these plants?,Multimodal search,What are these plants?,5,4.0,1.414213562373095,4.4,1.3416407864998738,3.6,1.51657508881031,,,,,test
14677,9c4a113c-87ab-4864-a80d-4b81c5ecda91-81-0-200,What are these plants?,Memory,What are these plants?,1,4.0,,1.0,,3.0,,,,,,train
14678,9c4b9894-c9eb-4ef2-9c8b-5dc222275c2e-91-0-200,What blocks are in this game?,Memory,Show me a list of all the blocks in the game,1,1.0,,1.0,,1.0,,,,,,train
14679,9c4b9894-c9eb-4ef2-9c8b-5dc222275c2e-134-0-200,What blocks are in this game?,Memory,Show me a list of all the blocks in the game,1,2.0,,1.0,,1.0,,,,,,train
14680,9c4b9894-c9eb-4ef2-9c8b-5dc222275c2e-30-1-200,Remind me to sweep the floor later,Assistant,Remind me to sweep the floor later,1,5.0,,5.0,,5.0,,,,,,train
14681,9c4b9894-c9eb-4ef2-9c8b-5dc222275c2e-30-1-200,Show me a video on how to clean a floor,Assistant,Show me a video on how to clean a floor,1,4.0,,4.0,,2.0,,,,,,train
14682,9c502ef6-41cd-4037-a6be-216587ee8c3e-123-0-200,How do I add oil to a lawnmower?,Instructions,Show me how to add oil to a lawnmower,1,2.0,,4.0,,3.0,,,,,,train
14683,9c502ef6-41cd-4037-a6be-216587ee8c3e-199-1-200,What's wrong with this lawn mower?,Multimodal search,What is wrong with the lawn mower?,5,2.8,2.04939015319192,3.6,1.51657508881031,2.2,1.6431676725154984,,,,,test
14684,9c502ef6-41cd-4037-a6be-216587ee8c3e-199-1-200,How do I maintain this lawn mower?,Instructions,How to maintain a lawn mower,5,4.0,0.7071067811865475,5.0,0.0,3.2,1.0954451150103321,,,,,test
14687,9c50dcc2-f3af-4529-afce-fec005c78a39-140-0-200,Show me more jackets in my size,Assistant,Show me more jackets in my size,1,3.0,,3.0,,3.0,,,,,,train
14688,9c50dcc2-f3af-4529-afce-fec005c78a39-140-0-200,Does this jacket look good on me?,Multimodal search,Does this jacket look good on me?,1,1.0,,1.0,,1.0,,,,,,train
14689,9c50dcc2-f3af-4529-afce-fec005c78a39-146-1-200,Take a picture of me,Assistant,Take a picture of me,1,5.0,,4.0,,3.0,,,,,,train
14690,9c50dcc2-f3af-4529-afce-fec005c78a39-146-1-200,Remember this outfit,Memory,Create a new memory of this outfit,1,5.0,,5.0,,3.0,,,,,,train
14691,9c50dcc2-f3af-4529-afce-fec005c78a39-43-2-200,Can you help me find a blue dress?,Assistant,Find a specific item of clothing,1,4.0,,1.0,,1.0,,,,,,train
14692,9c50dcc2-f3af-4529-afce-fec005c78a39-43-2-200,Can you help me find a gift for my sister?,Assistant,Find a specific item in the store,1,5.0,,1.0,,5.0,,,,,,train
14697,9c5b7322-d1cc-4b56-ae9d-85831f28fac1-199-0-200,What else can I do?,Assistant,Find something else to do,1,5.0,,5.0,,5.0,,,,,,train
14698,9c5b7322-d1cc-4b56-ae9d-85831f28fac1-199-0-200,What is the history of this game?,Assistant,Learn more about the game,1,1.0,,1.0,,1.0,,,,,,train
14699,9c5b7322-d1cc-4b56-ae9d-85831f28fac1-192-1-200,What are the instructions for this game?,Instructions,Read the instructions for the game,2,4.5,0.7071067811865476,5.0,0.0,3.0,2.8284271247461903,,,,,val
14700,9c5b7322-d1cc-4b56-ae9d-85831f28fac1-192-1-200,What should I do with these game pieces?,Assistant,Ask the other players what to do with the game pieces,1,2.0,,2.0,,1.0,,,,,,train
14701,9c5b7322-d1cc-4b56-ae9d-85831f28fac1-199-2-200,What is the best strategy for this card game?,Instructions,Ask for help with the card game,1,4.0,,5.0,,4.0,,,,,,train
14702,9c5b7322-d1cc-4b56-ae9d-85831f28fac1-199-2-200,What is the best strategy for this card game?,Memory,Ask for help with the card game,5,4.6,0.5477225575051662,3.6,1.140175425099138,3.6,1.140175425099138,,,,,test
14705,9c5e1a43-6836-4b8d-a4e9-d80aa7b4b62a-198-0-200,How do I paint?,Instructions,Open the instructions for painting,5,3.6,1.6733200530681511,4.2,1.0954451150103321,2.6,1.816590212458495,,,,,test
14706,9c5e1a43-6836-4b8d-a4e9-d80aa7b4b62a-198-0-200,How do I paint? Save a photo of this painting.,Instructions,Open the instructions for painting and save a photo of the painting,1,5.0,,4.0,,5.0,,,,,,train
14709,9c694da1-a678-4bd1-972f-7f7738c0ba79-198-0-200,How do I finish sewing this?,Instructions,How do I finish sewing this cloth?,1,5.0,,4.0,,4.0,,,,,,train
14710,9c694da1-a678-4bd1-972f-7f7738c0ba79-198-0-200,How do I finish sewing this and make the stitches look neat and even?,Instructions,How do I finish sewing this cloth and make the stitches look neat and even?,5,4.6,0.5477225575051663,4.2,0.8366600265340756,3.4,1.51657508881031,,,,,test
14711,9c694da1-a678-4bd1-972f-7f7738c0ba79-199-1-200,Cut the thread,Instructions,Cut the thread,1,1.0,,4.0,,1.0,,,,,,train
14712,9c694da1-a678-4bd1-972f-7f7738c0ba79-199-1-200,Cut the thread and tie a knot,Instructions,Cut the thread and tie a knot,5,1.6,1.3416407864998738,2.6,1.3416407864998738,1.8,1.3038404810405297,,,,,test
14713,9c694da1-a678-4bd1-972f-7f7738c0ba79-199-2-200,What should I do next?,Instructions,What should I do next?,1,1.0,,1.0,,1.0,,,,,,train
14714,9c694da1-a678-4bd1-972f-7f7738c0ba79-199-2-200,Take a photo of this,Memory,Take a photo of the cloth,1,4.0,,3.0,,4.0,,,,,,train
14715,9c694da1-a678-4bd1-972f-7f7738c0ba79-34-3-200,How do I use this sewing machine?,Instructions,How do I use this sewing machine?,1,5.0,,5.0,,3.0,,,,,,train
14716,9c694da1-a678-4bd1-972f-7f7738c0ba79-101-3-200,How do I use this sewing pin?,Instructions,How do I use this sewing pin?,1,5.0,,5.0,,4.0,,,,,,train
14717,9c694da1-a678-4bd1-972f-7f7738c0ba79-167-4-200,How do I sew a seam?,Instructions,How to sew a seam,1,5.0,,5.0,,5.0,,,,,,train
14718,9c694da1-a678-4bd1-972f-7f7738c0ba79-167-4-200,Where are the scissors?,Assistant,Find the scissors,1,3.0,,3.0,,2.0,,,,,,train
14720,9c694da1-a678-4bd1-972f-7f7738c0ba79-120-6-200,Take a picture of this,Assistant,Take a picture of the cloth,1,5.0,,5.0,,2.0,,,,,,train
14721,9c694da1-a678-4bd1-972f-7f7738c0ba79-120-6-200,Take a picture of this and save the pattern,Assistant,Take a picture of the cloth and save the pattern,1,5.0,,5.0,,2.0,,,,,,train
14722,9c785597-7d3e-4831-a8b9-9e640e3bbb83-152-0-200,How do I drill a hole in this?,Instructions,How do I drill a hole in the motorcycle tail light?,1,5.0,,3.0,,3.0,,,,,,train
14723,9c785597-7d3e-4831-a8b9-9e640e3bbb83-152-0-200,Show me how to do this,Instructions,Show me instructions on how to drill a hole in the motorcycle tail light,1,2.0,,3.0,,3.0,,,,,,train
14724,9c99e9a1-8d61-48f5-8165-9c5215a257fe-81-0-200,How do I fix a socket?,Instructions,Show me how to fix a socket,1,2.0,,4.0,,3.0,,,,,,train
14725,9c9a1df7-2423-4e84-8f81-152869f98862-158-0-200,How do I cook this meat?,Instructions,How to cook this meat?,1,4.0,,4.0,,4.0,,,,,,train
14726,9c9a1df7-2423-4e84-8f81-152869f98862-158-0-200,What should I serve with this meat?,Instructions,What to serve with this meat?,6,4.5,0.8366600265340756,2.5,1.9748417658131499,3.3333333333333335,1.632993161855452,,,,,test
14727,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-57-0-200,What do I do now?,Instructions,What should I do next?,5,3.8,1.0954451150103321,4.6,0.5477225575051662,3.6,0.8944271909999159,,,,,test
14728,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-57-0-200,Can you keep track of the score for us?,Memory,Keep track of the score for this game,1,5.0,,5.0,,3.0,,,,,,train
14729,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-199-1-200,What are the rules of this game?,Assistant,Show me the rules of the game,2,5.0,0.0,5.0,0.0,3.0,2.8284271247461903,,,,,val
14730,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-199-1-200,Can you help me keep track of my score?,Assistant,Help me keep track of my score,1,5.0,,1.0,,4.0,,,,,,train
14731,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-101-2-200,What are the rules of poker?,Assistant,Show the rules of the card game,5,4.6,0.5477225575051662,1.4,0.8944271909999159,3.8,1.3038404810405297,,,,,test
14732,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-101-2-200,Keep track of the score for us,Memory,Keep track of the score,5,4.2,1.3038404810405297,3.8,1.3038404810405297,4.2,1.3038404810405297,,,,,test
14733,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-183-3-200,What are the rules of this card game?,Assistant,Show the rules of the card game,1,5.0,,5.0,,4.0,,,,,,train
14734,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-183-3-200,What is the current score?,Memory,Show the current score of the card game,1,4.0,,4.0,,3.0,,,,,,train
14738,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-199-6-200,What card should I play?,Assistant,Suggest a card to play,1,5.0,,1.0,,5.0,,,,,,train
14739,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-199-6-200,"What card should I play? Also, can you keep track of the score?",Assistant,"Suggest a card to play, and also keep track of the score",1,5.0,,3.0,,5.0,,,,,,train
14740,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-32-7-200,What card should I play?,Instructions,Suggest a card to play,1,5.0,,5.0,,2.0,,,,,,train
14741,9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223-32-7-200,What card should I play? What are the different cards in my hand?,Instructions,"Suggest a card to play, and provide information about the cards in my hand",1,5.0,,5.0,,5.0,,,,,,train
14742,9cc87685-9f3f-401a-8949-f2b942b3c6d1-86-0-200,How do I fix my car?,Instructions,Show me how to fix my car,2,3.0,2.8284271247461903,3.0,2.8284271247461903,2.5,2.1213203435596424,,,,,val
14743,9cc87685-9f3f-401a-8949-f2b942b3c6d1-107-0-200,How do I fix my car?,Instructions,Show me how to fix my car,1,4.0,,4.0,,3.0,,,,,,train
14744,9cce57e5-456b-47b8-8386-0882bd840a47-28-1-200,Show me my shopping list,Assistant,Open the shopping list,1,2.0,,3.0,,2.0,,,,,,train
14745,9cce57e5-456b-47b8-8386-0882bd840a47-28-1-200,Show me my shopping list and navigate me to the eggs,Assistant,Open the shopping list and navigate to the eggs,1,3.0,,5.0,,2.0,,,,,,train
14748,9cd46f2b-df56-4a8f-a7e5-a68e3d18bf47-92-0-200,Open the cat food packet,Instructions,Open the cat food packet,1,2.0,,2.0,,1.0,,,,,,train
14749,9cd46f2b-df56-4a8f-a7e5-a68e3d18bf47-92-0-200,How many calories are in this cat food?,Multimodal search,How many calories are in this cat food?,1,5.0,,5.0,,4.0,,,,,,train
14750,9cdb75d5-f8d7-428e-b826-b9aa09ab9571-183-0-200,What's a good recipe for cooking cabbage?,Instructions,Show me a recipe for cooking cabbage,6,4.0,1.2649110640673518,3.8333333333333335,1.1690451944500122,3.6666666666666665,1.2110601416389966,,,,,test
14751,9cdb75d5-f8d7-428e-b826-b9aa09ab9571-183-0-200,What is the nutritional information for cabbage?,Multimodal search,Show me the nutritional information for cabbage,1,5.0,,5.0,,5.0,,,,,,train
14756,9ce38d97-5285-4ea7-bc44-b385acabcf92-78-0-200,How can I eat this food?,Instructions,I'm struggling to eat this food. Can you help?,1,3.0,,5.0,,1.0,,,,,,train
14757,9ce38d97-5285-4ea7-bc44-b385acabcf92-78-0-200,Can you call the waiter over?,Assistant,I'm struggling to eat this food. Can you help?,1,2.0,,2.0,,2.0,,,,,,train
14758,9ce68c2e-5737-4ea0-a742-2c1570dada73-27-0-200,Show me a video tutorial on how to knit a towel,Instructions,Show me a video tutorial on how to knit a towel,5,4.8,0.44721359549995787,4.8,0.44721359549995787,4.2,0.8366600265340755,,,,,test
14759,9ce68c2e-5737-4ea0-a742-2c1570dada73-27-0-200,"Show me a video tutorial on how to knit a towel, and give me some tips and tricks",Instructions,"Show me a video tutorial on how to knit a towel, and give me some tips and tricks",1,5.0,,5.0,,1.0,,,,,,train
14760,9ced9631-9c8f-4a69-9984-e6b0763d11ba-193-0-200,Where is the checkout counter?,Maps,Find the checkout counter,1,3.0,,1.0,,3.0,,,,,,train
14761,9ced9631-9c8f-4a69-9984-e6b0763d11ba-193-0-200,Where is the checkout counter? Can you also suggest some nearby restaurants?,Maps,Find the checkout counter and suggest nearby restaurants,1,1.0,,4.0,,1.0,,,,,,train
14762,9ced9631-9c8f-4a69-9984-e6b0763d11ba-140-1-200,What is this made of?,Multimodal search,What is this t-shirt made of?,1,4.0,,4.0,,3.0,,,,,,train
14763,9ced9631-9c8f-4a69-9984-e6b0763d11ba-140-1-200,Show me similar t-shirts,Multimodal search,Find similar t-shirts,5,4.6,0.5477225575051662,4.6,0.5477225575051662,3.4,1.6733200530681511,,,,,test
14764,9d09f4f8-4ea1-4989-8f6d-8965c4f4fe69-158-0-200,How do I attach this piece of wood to the others?,Instructions,How do I attach this piece of wood to the others?,1,3.0,,3.0,,4.0,,,,,,train
14765,9d09f4f8-4ea1-4989-8f6d-8965c4f4fe69-158-0-200,Show me a video on how to attach this piece of wood to the others,Instructions,How do I attach this piece of wood to the others?,1,5.0,,5.0,,4.0,,,,,,train
14766,9d09f4f8-4ea1-4989-8f6d-8965c4f4fe69-51-1-200,remember this,Memory,Remember this piece of wood,5,4.0,1.0,4.2,1.3038404810405297,2.8,1.6431676725154984,,,,,test
14767,9d09f4f8-4ea1-4989-8f6d-8965c4f4fe69-69-1-200,how do I use this tool?,Instructions,How do I use this tool?,1,4.0,,4.0,,4.0,,,,,,train
14768,9d0c46d6-ea9a-43e6-8b8a-4b2972eb6ef4-191-0-200,Show me my shopping list,Assistant,Open the shopping list,1,5.0,,5.0,,5.0,,,,,,train
14769,9d0c46d6-ea9a-43e6-8b8a-4b2972eb6ef4-191-0-200,Show me my shopping list and suggest some items,Assistant,Open the shopping list and suggest items,1,3.0,,1.0,,1.0,,,,,,train
14770,9d0c46d6-ea9a-43e6-8b8a-4b2972eb6ef4-73-1-200,Show me my shopping list,Assistant,Open the shopping list,1,4.0,,3.0,,4.0,,,,,,train
14771,9d0c46d6-ea9a-43e6-8b8a-4b2972eb6ef4-73-1-200,Show me my shopping list and scan the barcodes of the items on the list,Assistant,Open the shopping list and scan the barcodes of the items on the list,1,1.0,,3.0,,1.0,,,,,,train
14772,9d1f1f10-32fc-4d7d-8131-4254c68fb845-184-0-200,Show me a recipe that requires a lot of heat,Assistant,Find a recipe that requires a lot of heat,5,2.2,1.0954451150103324,1.6,0.8944271909999159,1.4,0.5477225575051662,,,,,test
14773,9d1f1f10-32fc-4d7d-8131-4254c68fb845-184-0-200,Set a timer for 15 minutes,Assistant,Set a timer for 15 minutes,1,1.0,,5.0,,1.0,,,,,,train
14776,9d209484-b083-4731-b5dc-d3af3df09292-199-0-200,Remind me to take a break in 15 minutes,Assistant,Remind me to take a break,1,3.0,,5.0,,3.0,,,,,,train
14777,9d209484-b083-4731-b5dc-d3af3df09292-199-0-200,"Remind me to take a break in 15 minutes, and set a timer for 25 minutes",Assistant,"Remind me to take a break, and set a timer for 25 minutes",1,3.0,,3.0,,3.0,,,,,,train
14778,9d26362a-4411-4d8b-b114-03f4f89928d7-31-0-200,Show me my shopping list,Assistant,Open the shopping list,1,3.0,,1.0,,2.0,,,,,,train
14779,9d26362a-4411-4d8b-b114-03f4f89928d7-119-0-200,How do I use this elbow pipe?,Instructions,Show me a video tutorial on how to use the elbow pipe,2,4.0,1.4142135623730951,4.5,0.7071067811865476,4.0,1.4142135623730951,,,,,train
14780,9d27c41b-d4d2-47a6-8334-1f930121e956-82-0-200,Show me my running statistics,Assistant,Show running statistics,1,5.0,,5.0,,5.0,,,,,,train
14781,9d27c41b-d4d2-47a6-8334-1f930121e956-82-0-200,I think you should take a break,Assistant,Suggest taking a break,1,1.0,,3.0,,1.0,,,,,,train
14782,9d27c41b-d4d2-47a6-8334-1f930121e956-157-1-200,Play some music,Assistant,Play some music,1,5.0,,3.0,,3.0,,,,,,train
14783,9d27c41b-d4d2-47a6-8334-1f930121e956-192-1-200,Set a timer for 25 minutes,Assistant,Set a timer for 25 minutes,1,5.0,,5.0,,1.0,,,,,,train
14785,9d27c41b-d4d2-47a6-8334-1f930121e956-130-2-200,How much longer?,Assistant,How much longer do I have to run?,5,2.6,2.1908902300206643,2.8,1.3038404810405297,2.4,1.6733200530681511,,,,,test
14786,9d280d8b-a9d8-4ae9-a776-2c90cde61304-31-0-200,What threads do you have?,Multimodal search,Show me a list of available threads,1,3.0,,3.0,,3.0,,,,,,train
14787,9d280d8b-a9d8-4ae9-a776-2c90cde61304-31-0-200,What is this?,Multimodal search,What is this thread?,1,3.0,,3.0,,2.0,,,,,,train
14788,9d2ec4ad-945f-4614-b41f-24260de662f6-196-0-200,What's the next step?,Instructions,Show me the next step in the instructions,1,5.0,,3.0,,2.0,,,,,,train
14789,9d2ec4ad-945f-4614-b41f-24260de662f6-196-0-200,Can you show me a video of how to assemble this bed frame?,Instructions,Show me a video of how to assemble this bed frame,2,5.0,0.0,5.0,0.0,4.0,0.0,,,,,val
14790,9d43acb7-9a94-4a80-a461-63f074c6f865-3-0-200,Show me my shopping list,Assistant,Open the shopping list,1,4.0,,4.0,,4.0,,,,,,train
14791,9d43acb7-9a94-4a80-a461-63f074c6f865-3-0-200,Show me my shopping list and scan items,Assistant,Open the shopping list and scan items,1,2.0,,4.0,,2.0,,,,,,train
14792,9d43acb7-9a94-4a80-a461-63f074c6f865-65-1-200,Show me my shopping list,Assistant,Open the shopping list,1,5.0,,4.0,,2.0,,,,,,train
